mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,keff_onset,prompt_hash,oom
semantic,16,32000,69,dense,-,-,-,copper shutter,2958,2972,dense,CORRECT,5412838,,,bcbc69e17f29,False
semantic,16,32000,69,1300,1300,0.040603,0,copper shutter,2958,2972,sparse,CORRECT,5412838,0.787,,bcbc69e17f29,False
semantic,16,32000,69,2000,2000,0.062457,0,copper shutter,2958,2972,sparse,CORRECT,5412838,0.828,,bcbc69e17f29,False
semantic,16,32000,69,2600,2600,0.081190,0,copper shutter,2958,2972,sparse,CORRECT,5412838,0.857,,bcbc69e17f29,False
semantic,16,32000,69,3500,3500,0.109288,0,copper shutter,2958,2972,sparse,CORRECT,5412838,0.912,,bcbc69e17f29,False
semantic,16,32000,69,5200,5200,0.162363,0,copper shutter,2958,2972,sparse,CORRECT,5412838,0.951,,bcbc69e17f29,False
semantic,16,32000,70,dense,-,-,-,bronze archway,15737,15752,dense,CORRECT,8593467,,,d6cfef3bb3ba,False
semantic,16,32000,70,1300,1300,0.040600,0,bronze archway,15737,15752,sparse,CORRECT,8593467,0.549,,d6cfef3bb3ba,False
semantic,16,32000,70,2000,2000,0.062453,0,bronze archway,15737,15752,sparse,CORRECT,8593467,0.594,,d6cfef3bb3ba,False
semantic,16,32000,70,2600,2600,0.081184,0,bronze archway,15737,15752,sparse,CORRECT,8593467,0.617,,d6cfef3bb3ba,False
semantic,16,32000,70,3500,3500,0.109281,0,bronze archway,15737,15752,sparse,CORRECT,8593467,0.652,,d6cfef3bb3ba,False
semantic,16,32000,70,5200,5200,0.162353,0,bronze archway,15737,15752,sparse,CORRECT,8593467,0.715,,d6cfef3bb3ba,False
semantic,16,32000,71,dense,-,-,-,blue door,29392,29406,dense,CORRECT,7494765,,,30432ac25797,False
semantic,16,32000,71,1300,1300,0.040603,0,blue door,29392,29406,sparse,CORRECT,7494765,0.881,,30432ac25797,False
semantic,16,32000,71,2000,2000,0.062457,0,blue door,29392,29406,sparse,CORRECT,7494765,0.932,,30432ac25797,False
semantic,16,32000,71,2600,2600,0.081190,0,blue door,29392,29406,sparse,CORRECT,7494765,0.947,,30432ac25797,False
semantic,16,32000,71,3500,3500,0.109288,0,blue door,29392,29406,sparse,CORRECT,7494765,0.963,,30432ac25797,False
semantic,16,32000,71,5200,5200,0.162363,0,blue door,29392,29406,sparse,CORRECT,7494765,0.984,,30432ac25797,False
semantic,16,32000,72,dense,-,-,-,scarlet banister,3471,3487,dense,CORRECT,6457721,,,0f2c667dd6be,False
semantic,16,32000,72,1300,1300,0.040597,0,scarlet banister,3471,3487,sparse,CORRECT,6457721,0.791,,0f2c667dd6be,False
semantic,16,32000,72,2000,2000,0.062449,0,scarlet banister,3471,3487,sparse,CORRECT,6457721,0.855,,0f2c667dd6be,False
semantic,16,32000,72,2600,2600,0.081179,0,scarlet banister,3471,3487,sparse,CORRECT,6457721,0.889,,0f2c667dd6be,False
semantic,16,32000,72,3500,3500,0.109275,0,scarlet banister,3471,3487,sparse,CORRECT,6457721,0.926,,0f2c667dd6be,False
semantic,16,32000,72,5200,5200,0.162343,0,scarlet banister,3471,3487,sparse,CORRECT,6457721,0.967,,0f2c667dd6be,False
semantic,16,32000,73,dense,-,-,-,maroon handle,17757,17772,dense,CORRECT,1430003,,,f3b2d520ed9f,False
semantic,16,32000,73,1300,1300,0.040600,0,maroon handle,17757,17772,sparse,WRONG_NEEDLE,4364508,0.670,,f3b2d520ed9f,False
semantic,16,32000,73,2000,2000,0.062453,0,maroon handle,17757,17772,sparse,WRONG_NEEDLE,4364508,0.715,,f3b2d520ed9f,False
semantic,16,32000,73,2600,2600,0.081184,0,maroon handle,17757,17772,sparse,WRONG_NEEDLE,4364508,0.732,,f3b2d520ed9f,False
semantic,16,32000,73,3500,3500,0.109281,0,maroon handle,17757,17772,sparse,WRONG_NEEDLE,4364508,0.762,,f3b2d520ed9f,False
semantic,16,32000,73,5200,5200,0.162353,0,maroon handle,17757,17772,sparse,WRONG_NEEDLE,4364508,0.836,,f3b2d520ed9f,False
semantic,16,32000,74,dense,-,-,-,blue awning,9547,9562,dense,WRONG_NEEDLE,9503759,,,01adfa0ff4f8,False
semantic,16,32000,74,1300,1300,0.040600,0,blue awning,9547,9562,sparse,WRONG_NEEDLE,9503759,0.438,,01adfa0ff4f8,False
semantic,16,32000,74,2000,2000,0.062453,0,blue awning,9547,9562,sparse,WRONG_NEEDLE,9503759,0.482,,01adfa0ff4f8,False
semantic,16,32000,74,2600,2600,0.081184,0,blue awning,9547,9562,sparse,WRONG_NEEDLE,9503759,0.516,,01adfa0ff4f8,False
semantic,16,32000,74,3500,3500,0.109281,0,blue awning,9547,9562,sparse,WRONG_NEEDLE,9503759,0.537,,01adfa0ff4f8,False
semantic,16,32000,74,5200,5200,0.162353,0,blue awning,9547,9562,sparse,WRONG_NEEDLE,9503759,0.607,,01adfa0ff4f8,False
semantic,16,32000,75,dense,-,-,-,blue cabinet,27943,27957,dense,CORRECT,7375145,,,07b51fb874bc,False
semantic,16,32000,75,1300,1300,0.040603,0,blue cabinet,27943,27957,sparse,CORRECT,7375145,0.855,,07b51fb874bc,False
semantic,16,32000,75,2000,2000,0.062457,0,blue cabinet,27943,27957,sparse,CORRECT,7375145,0.908,,07b51fb874bc,False
semantic,16,32000,75,2600,2600,0.081190,0,blue cabinet,27943,27957,sparse,CORRECT,7375145,0.930,,07b51fb874bc,False
semantic,16,32000,75,3500,3500,0.109288,0,blue cabinet,27943,27957,sparse,CORRECT,7375145,0.961,,07b51fb874bc,False
semantic,16,32000,75,5200,5200,0.162363,0,blue cabinet,27943,27957,sparse,CORRECT,7375145,0.979,,07b51fb874bc,False
semantic,16,32000,76,dense,-,-,-,white carpet,21496,21510,dense,CORRECT,1431272,,,06eab0049fc2,False
semantic,16,32000,76,1300,1300,0.040603,0,white carpet,21496,21510,sparse,CORRECT,1431272,0.848,,06eab0049fc2,False
semantic,16,32000,76,2000,2000,0.062457,0,white carpet,21496,21510,sparse,CORRECT,1431272,0.900,,06eab0049fc2,False
semantic,16,32000,76,2600,2600,0.081190,0,white carpet,21496,21510,sparse,CORRECT,1431272,0.928,,06eab0049fc2,False
semantic,16,32000,76,3500,3500,0.109288,0,white carpet,21496,21510,sparse,CORRECT,1431272,0.957,,06eab0049fc2,False
semantic,16,32000,76,5200,5200,0.162363,0,white carpet,21496,21510,sparse,CORRECT,1431272,0.982,,06eab0049fc2,False
semantic,16,32000,77,dense,-,-,-,navy lantern,610,624,dense,CORRECT,5827964,,,b7fefa71b0b8,False
semantic,16,32000,77,1300,1300,0.040603,0,navy lantern,610,624,sparse,CORRECT,5827964,0.760,,b7fefa71b0b8,False
semantic,16,32000,77,2000,2000,0.062457,0,navy lantern,610,624,sparse,CORRECT,5827964,0.814,,b7fefa71b0b8,False
semantic,16,32000,77,2600,2600,0.081190,0,navy lantern,610,624,sparse,CORRECT,5827964,0.844,,b7fefa71b0b8,False
semantic,16,32000,77,3500,3500,0.109288,0,navy lantern,610,624,sparse,CORRECT,5827964,0.881,,b7fefa71b0b8,False
semantic,16,32000,77,5200,5200,0.162363,0,navy lantern,610,624,sparse,CORRECT,5827964,0.930,,b7fefa71b0b8,False
semantic,16,32000,78,dense,-,-,-,blue fountain,27719,27733,dense,CORRECT,9261534,,,ec40ca82151b,False
semantic,16,32000,78,1300,1300,0.040603,0,blue fountain,27719,27733,sparse,CORRECT,9261534,0.891,,ec40ca82151b,False
semantic,16,32000,78,2000,2000,0.062457,0,blue fountain,27719,27733,sparse,CORRECT,9261534,0.951,,ec40ca82151b,False
semantic,16,32000,78,2600,2600,0.081190,0,blue fountain,27719,27733,sparse,CORRECT,9261534,0.959,,ec40ca82151b,False
semantic,16,32000,78,3500,3500,0.109288,0,blue fountain,27719,27733,sparse,CORRECT,9261534,0.975,,ec40ca82151b,False
semantic,16,32000,78,5200,5200,0.162363,0,blue fountain,27719,27733,sparse,CORRECT,9261534,0.984,,ec40ca82151b,False
semantic,16,32000,79,dense,-,-,-,copper shutter,3446,3460,dense,CORRECT,2055670,,,f2afeaf06658,False
semantic,16,32000,79,1300,1300,0.040603,0,copper shutter,3446,3460,sparse,CORRECT,2055670,0.727,,f2afeaf06658,False
semantic,16,32000,79,2000,2000,0.062457,0,copper shutter,3446,3460,sparse,CORRECT,2055670,0.779,,f2afeaf06658,False
semantic,16,32000,79,2600,2600,0.081190,0,copper shutter,3446,3460,sparse,CORRECT,2055670,0.838,,f2afeaf06658,False
semantic,16,32000,79,3500,3500,0.109288,0,copper shutter,3446,3460,sparse,CORRECT,2055670,0.883,,f2afeaf06658,False
semantic,16,32000,79,5200,5200,0.162363,0,copper shutter,3446,3460,sparse,CORRECT,2055670,0.947,,f2afeaf06658,False
semantic,16,32000,80,dense,-,-,-,maroon gate,9120,9135,dense,CORRECT,2197712,,,2541f4f26255,False
semantic,16,32000,80,1300,1300,0.040600,0,maroon gate,9120,9135,sparse,CORRECT,2197712,0.574,,2541f4f26255,False
semantic,16,32000,80,2000,2000,0.062453,0,maroon gate,9120,9135,sparse,CORRECT,2197712,0.652,,2541f4f26255,False
semantic,16,32000,80,2600,2600,0.081184,0,maroon gate,9120,9135,sparse,CORRECT,2197712,0.717,,2541f4f26255,False
semantic,16,32000,80,3500,3500,0.109281,0,maroon gate,9120,9135,sparse,CORRECT,2197712,0.760,,2541f4f26255,False
semantic,16,32000,80,5200,5200,0.162353,0,maroon gate,9120,9135,sparse,CORRECT,2197712,0.828,,2541f4f26255,False
semantic,16,32000,81,dense,-,-,-,bronze panelling,6198,6213,dense,CORRECT,2556867,,,c85dc035894c,False
semantic,16,32000,81,1300,1300,0.040600,0,bronze panelling,6198,6213,sparse,CORRECT,2556867,0.764,,c85dc035894c,False
semantic,16,32000,81,2000,2000,0.062453,0,bronze panelling,6198,6213,sparse,CORRECT,2556867,0.854,,c85dc035894c,False
semantic,16,32000,81,2600,2600,0.081184,0,bronze panelling,6198,6213,sparse,CORRECT,2556867,0.896,,c85dc035894c,False
semantic,16,32000,81,3500,3500,0.109281,0,bronze panelling,6198,6213,sparse,CORRECT,2556867,0.928,,c85dc035894c,False
semantic,16,32000,81,5200,5200,0.162353,0,bronze panelling,6198,6213,sparse,CORRECT,2556867,0.957,,c85dc035894c,False
semantic,16,32000,82,dense,-,-,-,maroon door,4968,4983,dense,WRONG_NEEDLE,9299167,,,c5b91e113566,False
semantic,16,32000,82,1300,1300,0.040600,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,9299167,0.529,,c5b91e113566,False
semantic,16,32000,82,2000,2000,0.062453,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,9299167,0.598,,c5b91e113566,False
semantic,16,32000,82,2600,2600,0.081184,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,9299167,0.656,,c5b91e113566,False
semantic,16,32000,82,3500,3500,0.109281,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,9299167,0.727,,c5b91e113566,False
semantic,16,32000,82,5200,5200,0.162353,0,maroon door,4968,4983,sparse,WRONG_NEEDLE,9299167,0.809,,c5b91e113566,False
semantic,16,32000,83,dense,-,-,-,crimson clock,21768,21782,dense,CORRECT,3435103,,,3383ef11ec01,False
semantic,16,32000,83,1300,1300,0.040603,0,crimson clock,21768,21782,sparse,CORRECT,3435103,0.820,,3383ef11ec01,False
semantic,16,32000,83,2000,2000,0.062457,0,crimson clock,21768,21782,sparse,CORRECT,3435103,0.871,,3383ef11ec01,False
semantic,16,32000,83,2600,2600,0.081190,0,crimson clock,21768,21782,sparse,CORRECT,3435103,0.908,,3383ef11ec01,False
semantic,16,32000,83,3500,3500,0.109288,0,crimson clock,21768,21782,sparse,CORRECT,3435103,0.934,,3383ef11ec01,False
semantic,16,32000,83,5200,5200,0.162363,0,crimson clock,21768,21782,sparse,CORRECT,3435103,0.973,,3383ef11ec01,False
semantic,16,32000,84,dense,-,-,-,blue lantern,18546,18560,dense,OTHER_CODE,1234567,,,b7e773efbd65,False
semantic,16,32000,84,1300,1300,0.040603,0,blue lantern,18546,18560,sparse,OTHER_CODE,1234567,0.559,,b7e773efbd65,False
semantic,16,32000,84,2000,2000,0.062457,0,blue lantern,18546,18560,sparse,OTHER_CODE,1234567,0.605,,b7e773efbd65,False
semantic,16,32000,84,2600,2600,0.081190,0,blue lantern,18546,18560,sparse,OTHER_CODE,1234567,0.656,,b7e773efbd65,False
semantic,16,32000,84,3500,3500,0.109288,0,blue lantern,18546,18560,sparse,OTHER_CODE,1234567,0.684,,b7e773efbd65,False
semantic,16,32000,84,5200,5200,0.162363,0,blue lantern,18546,18560,sparse,OTHER_CODE,1234567,0.748,,b7e773efbd65,False
semantic,16,32000,85,dense,-,-,-,indigo fountain,21690,21705,dense,WRONG_NEEDLE,9913995,,,c607a54615a9,False
semantic,16,32000,85,1300,1300,0.040600,0,indigo fountain,21690,21705,sparse,WRONG_NEEDLE,9913995,0.955,,c607a54615a9,False
semantic,16,32000,85,2000,2000,0.062453,0,indigo fountain,21690,21705,sparse,WRONG_NEEDLE,9913995,0.980,,c607a54615a9,False
semantic,16,32000,85,2600,2600,0.081184,0,indigo fountain,21690,21705,sparse,WRONG_NEEDLE,9913995,0.990,,c607a54615a9,False
semantic,16,32000,85,3500,3500,0.109281,0,indigo fountain,21690,21705,sparse,WRONG_NEEDLE,9913995,0.996,,c607a54615a9,False
semantic,16,32000,85,5200,5200,0.162353,0,indigo fountain,21690,21705,sparse,WRONG_NEEDLE,9913995,0.996,,c607a54615a9,False
semantic,16,32000,86,dense,-,-,-,green archway,1486,1501,dense,CORRECT,7564007,,,7e4fe6cfc4b5,False
semantic,16,32000,86,1300,1300,0.040600,0,green archway,1486,1501,sparse,CORRECT,7564007,0.500,,7e4fe6cfc4b5,False
semantic,16,32000,86,2000,2000,0.062453,0,green archway,1486,1501,sparse,CORRECT,7564007,0.541,,7e4fe6cfc4b5,False
semantic,16,32000,86,2600,2600,0.081184,0,green archway,1486,1501,sparse,CORRECT,7564007,0.578,,7e4fe6cfc4b5,False
semantic,16,32000,86,3500,3500,0.109281,0,green archway,1486,1501,sparse,CORRECT,7564007,0.613,,7e4fe6cfc4b5,False
semantic,16,32000,86,5200,5200,0.162353,0,green archway,1486,1501,sparse,CORRECT,7564007,0.682,,7e4fe6cfc4b5,False
semantic,16,32000,87,dense,-,-,-,black door,20642,20656,dense,WRONG_NEEDLE,9996249,,,505056d30b9f,False
semantic,16,32000,87,1300,1300,0.040603,0,black door,20642,20656,sparse,WRONG_NEEDLE,9996249,0.859,,505056d30b9f,False
semantic,16,32000,87,2000,2000,0.062457,0,black door,20642,20656,sparse,WRONG_NEEDLE,9996249,0.918,,505056d30b9f,False
semantic,16,32000,87,2600,2600,0.081190,0,black door,20642,20656,sparse,WRONG_NEEDLE,9996249,0.943,,505056d30b9f,False
semantic,16,32000,87,3500,3500,0.109288,0,black door,20642,20656,sparse,WRONG_NEEDLE,9996249,0.965,,505056d30b9f,False
semantic,16,32000,87,5200,5200,0.162363,0,black door,20642,20656,sparse,WRONG_NEEDLE,9996249,0.988,,505056d30b9f,False
semantic,16,32000,88,dense,-,-,-,green lantern,29917,29931,dense,CORRECT,7411199,,,dfa350a53a7d,False
semantic,16,32000,88,1300,1300,0.040603,0,green lantern,29917,29931,sparse,WRONG_NEEDLE,1635913,0.686,,dfa350a53a7d,False
semantic,16,32000,88,2000,2000,0.062457,0,green lantern,29917,29931,sparse,WRONG_NEEDLE,1635913,0.768,,dfa350a53a7d,False
semantic,16,32000,88,2600,2600,0.081190,0,green lantern,29917,29931,sparse,CORRECT,7411199,0.795,,dfa350a53a7d,False
semantic,16,32000,88,3500,3500,0.109288,0,green lantern,29917,29931,sparse,CORRECT,7411199,0.838,,dfa350a53a7d,False
semantic,16,32000,88,5200,5200,0.162363,0,green lantern,29917,29931,sparse,CORRECT,7411199,0.871,,dfa350a53a7d,False
semantic,16,32000,89,dense,-,-,-,amber floor,30920,30934,dense,WRONG_NEEDLE,4958978,,,8b2b41527d48,False
semantic,16,32000,89,1300,1300,0.040603,0,amber floor,30920,30934,sparse,WRONG_NEEDLE,4958978,0.977,,8b2b41527d48,False
semantic,16,32000,89,2000,2000,0.062457,0,amber floor,30920,30934,sparse,WRONG_NEEDLE,4958978,0.986,,8b2b41527d48,False
semantic,16,32000,89,2600,2600,0.081190,0,amber floor,30920,30934,sparse,WRONG_NEEDLE,4958978,0.992,,8b2b41527d48,False
semantic,16,32000,89,3500,3500,0.109288,0,amber floor,30920,30934,sparse,WRONG_NEEDLE,4958978,0.994,,8b2b41527d48,False
semantic,16,32000,89,5200,5200,0.162363,0,amber floor,30920,30934,sparse,WRONG_NEEDLE,4958978,0.998,,8b2b41527d48,False
semantic,16,32000,90,dense,-,-,-,amber skylight,14756,14772,dense,CORRECT,9643938,,,00ba7bc989c8,False
semantic,16,32000,90,1300,1300,0.040597,0,amber skylight,14756,14772,sparse,CORRECT,9643938,0.422,,00ba7bc989c8,False
semantic,16,32000,90,2000,2000,0.062449,0,amber skylight,14756,14772,sparse,CORRECT,9643938,0.479,,00ba7bc989c8,False
semantic,16,32000,90,2600,2600,0.081179,0,amber skylight,14756,14772,sparse,CORRECT,9643938,0.506,,00ba7bc989c8,False
semantic,16,32000,90,3500,3500,0.109275,0,amber skylight,14756,14772,sparse,CORRECT,9643938,0.553,,00ba7bc989c8,False
semantic,16,32000,90,5200,5200,0.162343,0,amber skylight,14756,14772,sparse,CORRECT,9643938,0.627,,00ba7bc989c8,False
semantic,16,32000,91,dense,-,-,-,navy gate,6921,6935,dense,CORRECT,2232087,,,c39233e36f13,False
semantic,16,32000,91,1300,1300,0.040603,0,navy gate,6921,6935,sparse,CORRECT,2232087,0.697,,c39233e36f13,False
semantic,16,32000,91,2000,2000,0.062457,0,navy gate,6921,6935,sparse,CORRECT,2232087,0.764,,c39233e36f13,False
semantic,16,32000,91,2600,2600,0.081190,0,navy gate,6921,6935,sparse,CORRECT,2232087,0.824,,c39233e36f13,False
semantic,16,32000,91,3500,3500,0.109288,0,navy gate,6921,6935,sparse,CORRECT,2232087,0.889,,c39233e36f13,False
semantic,16,32000,91,5200,5200,0.162363,0,navy gate,6921,6935,sparse,CORRECT,2232087,0.936,,c39233e36f13,False
semantic,16,32000,92,dense,-,-,-,grey panelling,24912,24927,dense,CORRECT,2912153,,,2f6a2a2421c6,False
semantic,16,32000,92,1300,1300,0.040600,0,grey panelling,24912,24927,sparse,CORRECT,2912153,0.514,,2f6a2a2421c6,False
semantic,16,32000,92,2000,2000,0.062453,0,grey panelling,24912,24927,sparse,CORRECT,2912153,0.568,,2f6a2a2421c6,False
semantic,16,32000,92,2600,2600,0.081184,0,grey panelling,24912,24927,sparse,CORRECT,2912153,0.613,,2f6a2a2421c6,False
semantic,16,32000,92,3500,3500,0.109281,0,grey panelling,24912,24927,sparse,CORRECT,2912153,0.658,,2f6a2a2421c6,False
semantic,16,32000,92,5200,5200,0.162353,0,grey panelling,24912,24927,sparse,CORRECT,2912153,0.730,,2f6a2a2421c6,False
semantic,16,32000,93,dense,-,-,-,grey cabinet,2925,2939,dense,CORRECT,2160420,,,011cf8253382,False
semantic,16,32000,93,1300,1300,0.040603,0,grey cabinet,2925,2939,sparse,CORRECT,2160420,0.666,,011cf8253382,False
semantic,16,32000,93,2000,2000,0.062457,0,grey cabinet,2925,2939,sparse,CORRECT,2160420,0.719,,011cf8253382,False
semantic,16,32000,93,2600,2600,0.081190,0,grey cabinet,2925,2939,sparse,CORRECT,2160420,0.773,,011cf8253382,False
semantic,16,32000,93,3500,3500,0.109288,0,grey cabinet,2925,2939,sparse,CORRECT,2160420,0.812,,011cf8253382,False
semantic,16,32000,93,5200,5200,0.162363,0,grey cabinet,2925,2939,sparse,CORRECT,2160420,0.871,,011cf8253382,False
semantic,16,32000,94,dense,-,-,-,olive panelling,19518,19533,dense,WRONG_NEEDLE,5530032,,,2c5594c6820a,False
semantic,16,32000,94,1300,1300,0.040600,0,olive panelling,19518,19533,sparse,WRONG_NEEDLE,5530032,0.684,,2c5594c6820a,False
semantic,16,32000,94,2000,2000,0.062453,0,olive panelling,19518,19533,sparse,WRONG_NEEDLE,5530032,0.793,,2c5594c6820a,False
semantic,16,32000,94,2600,2600,0.081184,0,olive panelling,19518,19533,sparse,WRONG_NEEDLE,5530032,0.844,,2c5594c6820a,False
semantic,16,32000,94,3500,3500,0.109281,0,olive panelling,19518,19533,sparse,WRONG_NEEDLE,5530032,0.893,,2c5594c6820a,False
semantic,16,32000,94,5200,5200,0.162353,0,olive panelling,19518,19533,sparse,WRONG_NEEDLE,5530032,0.934,,2c5594c6820a,False
semantic,16,32000,95,dense,-,-,-,teal floor,37,51,dense,CORRECT,2917142,,,9b6094c54a53,False
semantic,16,32000,95,1300,1300,0.040603,0,teal floor,37,51,sparse,CORRECT,2917142,0.693,,9b6094c54a53,False
semantic,16,32000,95,2000,2000,0.062457,0,teal floor,37,51,sparse,CORRECT,2917142,0.758,,9b6094c54a53,False
semantic,16,32000,95,2600,2600,0.081190,0,teal floor,37,51,sparse,CORRECT,2917142,0.799,,9b6094c54a53,False
semantic,16,32000,95,3500,3500,0.109288,0,teal floor,37,51,sparse,CORRECT,2917142,0.842,,9b6094c54a53,False
semantic,16,32000,95,5200,5200,0.162363,0,teal floor,37,51,sparse,CORRECT,2917142,0.900,,9b6094c54a53,False
semantic,16,32000,96,dense,-,-,-,amber floor,21437,21451,dense,CORRECT,2315114,,,09bf41c7ca5b,False
semantic,16,32000,96,1300,1300,0.040603,0,amber floor,21437,21451,sparse,CORRECT,2315114,0.674,,09bf41c7ca5b,False
semantic,16,32000,96,2000,2000,0.062457,0,amber floor,21437,21451,sparse,CORRECT,2315114,0.729,,09bf41c7ca5b,False
semantic,16,32000,96,2600,2600,0.081190,0,amber floor,21437,21451,sparse,CORRECT,2315114,0.762,,09bf41c7ca5b,False
semantic,16,32000,96,3500,3500,0.109288,0,amber floor,21437,21451,sparse,CORRECT,2315114,0.820,,09bf41c7ca5b,False
semantic,16,32000,96,5200,5200,0.162363,0,amber floor,21437,21451,sparse,CORRECT,2315114,0.889,,09bf41c7ca5b,False
semantic,16,32000,97,dense,-,-,-,ivory carpet,3763,3777,dense,WRONG_NEEDLE,6014914,,,b685548889e4,False
semantic,16,32000,97,1300,1300,0.040603,0,ivory carpet,3763,3777,sparse,WRONG_NEEDLE,6014914,0.725,,b685548889e4,False
semantic,16,32000,97,2000,2000,0.062457,0,ivory carpet,3763,3777,sparse,WRONG_NEEDLE,6014914,0.807,,b685548889e4,False
semantic,16,32000,97,2600,2600,0.081190,0,ivory carpet,3763,3777,sparse,WRONG_NEEDLE,6014914,0.852,,b685548889e4,False
semantic,16,32000,97,3500,3500,0.109288,0,ivory carpet,3763,3777,sparse,WRONG_NEEDLE,6014914,0.881,,b685548889e4,False
semantic,16,32000,97,5200,5200,0.162363,0,ivory carpet,3763,3777,sparse,WRONG_NEEDLE,6014914,0.924,,b685548889e4,False
semantic,16,32000,98,dense,-,-,-,maroon shutter,899,914,dense,CORRECT,2265082,,,81e653ebe28b,False
semantic,16,32000,98,1300,1300,0.040600,0,maroon shutter,899,914,sparse,CORRECT,2265082,0.656,,81e653ebe28b,False
semantic,16,32000,98,2000,2000,0.062453,0,maroon shutter,899,914,sparse,CORRECT,2265082,0.715,,81e653ebe28b,False
semantic,16,32000,98,2600,2600,0.081184,0,maroon shutter,899,914,sparse,CORRECT,2265082,0.752,,81e653ebe28b,False
semantic,16,32000,98,3500,3500,0.109281,0,maroon shutter,899,914,sparse,CORRECT,2265082,0.799,,81e653ebe28b,False
semantic,16,32000,98,5200,5200,0.162353,0,maroon shutter,899,914,sparse,CORRECT,2265082,0.848,,81e653ebe28b,False
semantic,16,32000,99,dense,-,-,-,ivory lantern,10729,10743,dense,WRONG_NEEDLE,8870639,,,90ea3a6c92f6,False
semantic,16,32000,99,1300,1300,0.040603,0,ivory lantern,10729,10743,sparse,WRONG_NEEDLE,8870639,0.445,,90ea3a6c92f6,False
semantic,16,32000,99,2000,2000,0.062457,0,ivory lantern,10729,10743,sparse,WRONG_NEEDLE,8870639,0.518,,90ea3a6c92f6,False
semantic,16,32000,99,2600,2600,0.081190,0,ivory lantern,10729,10743,sparse,WRONG_NEEDLE,8870639,0.551,,90ea3a6c92f6,False
semantic,16,32000,99,3500,3500,0.109288,0,ivory lantern,10729,10743,sparse,WRONG_NEEDLE,8870639,0.592,,90ea3a6c92f6,False
semantic,16,32000,99,5200,5200,0.162363,0,ivory lantern,10729,10743,sparse,WRONG_NEEDLE,8870639,0.682,,90ea3a6c92f6,False
semantic,16,65536,0,dense,-,-,-,white panelling,4054,4069,dense,CORRECT,5075525,,,7f903d6e4c5f,False
semantic,16,65536,0,1300,1300,0.019834,0,white panelling,4054,4069,sparse,CORRECT,5075525,0.432,,7f903d6e4c5f,False
semantic,16,65536,0,2000,2000,0.030510,0,white panelling,4054,4069,sparse,CORRECT,5075525,0.461,,7f903d6e4c5f,False
semantic,16,65536,0,2600,2600,0.039661,0,white panelling,4054,4069,sparse,CORRECT,5075525,0.488,,7f903d6e4c5f,False
semantic,16,65536,0,3500,3500,0.053387,0,white panelling,4054,4069,sparse,CORRECT,5075525,0.500,,7f903d6e4c5f,False
semantic,16,65536,0,5200,5200,0.079315,0,white panelling,4054,4069,sparse,CORRECT,5075525,0.541,,7f903d6e4c5f,False
semantic,16,65536,1,dense,-,-,-,bronze panelling,20091,20106,dense,WRONG_NEEDLE,1021202,,,c61115ea5d55,False
semantic,16,65536,1,1300,1300,0.019834,0,bronze panelling,20091,20106,sparse,WRONG_NEEDLE,1021202,0.572,,c61115ea5d55,False
semantic,16,65536,1,2000,2000,0.030510,0,bronze panelling,20091,20106,sparse,WRONG_NEEDLE,1021202,0.658,,c61115ea5d55,False
semantic,16,65536,1,2600,2600,0.039661,0,bronze panelling,20091,20106,sparse,WRONG_NEEDLE,1021202,0.709,,c61115ea5d55,False
semantic,16,65536,1,3500,3500,0.053387,0,bronze panelling,20091,20106,sparse,WRONG_NEEDLE,1021202,0.781,,c61115ea5d55,False
semantic,16,65536,1,5200,5200,0.079315,0,bronze panelling,20091,20106,sparse,WRONG_NEEDLE,1021202,0.846,,c61115ea5d55,False
semantic,16,65536,2,dense,-,-,-,black ledge,21238,21252,dense,WRONG_NEEDLE,4445819,,,4b4d023cfc70,False
semantic,16,65536,2,1300,1300,0.019835,0,black ledge,21238,21252,sparse,WRONG_NEEDLE,4445819,0.533,,4b4d023cfc70,False
semantic,16,65536,2,2000,2000,0.030511,0,black ledge,21238,21252,sparse,WRONG_NEEDLE,4445819,0.615,,4b4d023cfc70,False
semantic,16,65536,2,2600,2600,0.039662,0,black ledge,21238,21252,sparse,WRONG_NEEDLE,4445819,0.658,,4b4d023cfc70,False
semantic,16,65536,2,3500,3500,0.053389,0,black ledge,21238,21252,sparse,WRONG_NEEDLE,4445819,0.709,,4b4d023cfc70,False
semantic,16,65536,2,5200,5200,0.079317,0,black ledge,21238,21252,sparse,WRONG_NEEDLE,4445819,0.793,,4b4d023cfc70,False
semantic,16,65536,3,dense,-,-,-,maroon panelling,519,535,dense,CORRECT,8283824,,,029b1b25789a,False
semantic,16,65536,3,1300,1300,0.019834,0,maroon panelling,519,535,sparse,CORRECT,8283824,0.430,,029b1b25789a,False
semantic,16,65536,3,2000,2000,0.030509,0,maroon panelling,519,535,sparse,CORRECT,8283824,0.461,,029b1b25789a,False
semantic,16,65536,3,2600,2600,0.039660,0,maroon panelling,519,535,sparse,CORRECT,8283824,0.486,,029b1b25789a,False
