model,mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,prompt_hash,oom
meta-llama/Llama-3.2-3B,semantic,16,32000,28,1300,1300,0.040603,0,copper ledge,13220,13234,sparse,CORRECT,2155575,0.652,f30401242b4d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,28,2000,2000,0.062457,0,copper ledge,13220,13234,sparse,CORRECT,2155575,0.708,f30401242b4d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,28,2600,2600,0.081190,0,copper ledge,13220,13234,sparse,CORRECT,2155575,0.738,f30401242b4d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,28,3500,3500,0.109288,0,copper ledge,13220,13234,sparse,CORRECT,2155575,0.778,f30401242b4d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,28,5200,5200,0.162363,0,copper ledge,13220,13234,sparse,CORRECT,2155575,0.830,f30401242b4d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,29,dense,-,-,-,copper safe,24737,24751,dense,WRONG_NEEDLE,5284669,,cccc1897d09d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,29,1300,1300,0.040603,0,copper safe,24737,24751,sparse,WRONG_NEEDLE,5284669,0.676,cccc1897d09d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,29,2000,2000,0.062457,0,copper safe,24737,24751,sparse,WRONG_NEEDLE,5284669,0.747,cccc1897d09d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,29,2600,2600,0.081190,0,copper safe,24737,24751,sparse,WRONG_NEEDLE,5284669,0.793,cccc1897d09d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,29,3500,3500,0.109288,0,copper safe,24737,24751,sparse,WRONG_NEEDLE,5284669,0.841,cccc1897d09d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,29,5200,5200,0.162363,0,copper safe,24737,24751,sparse,WRONG_NEEDLE,5284669,0.890,cccc1897d09d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,30,dense,-,-,-,crimson lantern,3438,3452,dense,CORRECT,2701035,,abc23e705d27,False
meta-llama/Llama-3.2-3B,semantic,16,32000,30,1300,1300,0.040603,0,crimson lantern,3438,3452,sparse,CORRECT,2701035,0.683,abc23e705d27,False
meta-llama/Llama-3.2-3B,semantic,16,32000,30,2000,2000,0.062457,0,crimson lantern,3438,3452,sparse,CORRECT,2701035,0.711,abc23e705d27,False
meta-llama/Llama-3.2-3B,semantic,16,32000,30,2600,2600,0.081190,0,crimson lantern,3438,3452,sparse,CORRECT,2701035,0.726,abc23e705d27,False
meta-llama/Llama-3.2-3B,semantic,16,32000,30,3500,3500,0.109288,0,crimson lantern,3438,3452,sparse,CORRECT,2701035,0.768,abc23e705d27,False
meta-llama/Llama-3.2-3B,semantic,16,32000,30,5200,5200,0.162363,0,crimson lantern,3438,3452,sparse,CORRECT,2701035,0.832,abc23e705d27,False
meta-llama/Llama-3.2-3B,semantic,16,32000,31,dense,-,-,-,olive clock,27217,27231,dense,CORRECT,8800786,,1e8c0d6652b2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,31,1300,1300,0.040603,0,olive clock,27217,27231,sparse,CORRECT,8800786,0.841,1e8c0d6652b2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,31,2000,2000,0.062457,0,olive clock,27217,27231,sparse,CORRECT,8800786,0.885,1e8c0d6652b2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,31,2600,2600,0.081190,0,olive clock,27217,27231,sparse,CORRECT,8800786,0.911,1e8c0d6652b2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,31,3500,3500,0.109288,0,olive clock,27217,27231,sparse,CORRECT,8800786,0.935,1e8c0d6652b2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,31,5200,5200,0.162363,0,olive clock,27217,27231,sparse,CORRECT,8800786,0.961,1e8c0d6652b2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,32,dense,-,-,-,blue awning,13337,13352,dense,WRONG_NEEDLE,7064078,,61ecd1e14ad2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,32,1300,1300,0.040600,0,blue awning,13337,13352,sparse,WRONG_NEEDLE,7064078,0.676,61ecd1e14ad2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,32,2000,2000,0.062453,0,blue awning,13337,13352,sparse,WRONG_NEEDLE,7064078,0.783,61ecd1e14ad2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,32,2600,2600,0.081184,0,blue awning,13337,13352,sparse,WRONG_NEEDLE,7064078,0.821,61ecd1e14ad2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,32,3500,3500,0.109281,0,blue awning,13337,13352,sparse,WRONG_NEEDLE,7064078,0.868,61ecd1e14ad2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,32,5200,5200,0.162353,0,blue awning,13337,13352,sparse,WRONG_NEEDLE,7064078,0.926,61ecd1e14ad2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,33,dense,-,-,-,indigo panelling,14752,14768,dense,CORRECT,1053232,,79ffcd9d52f7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,33,1300,1300,0.040597,0,indigo panelling,14752,14768,sparse,CORRECT,1053232,0.720,79ffcd9d52f7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,33,2000,2000,0.062449,0,indigo panelling,14752,14768,sparse,CORRECT,1053232,0.765,79ffcd9d52f7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,33,2600,2600,0.081179,0,indigo panelling,14752,14768,sparse,CORRECT,1053232,0.798,79ffcd9d52f7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,33,3500,3500,0.109275,0,indigo panelling,14752,14768,sparse,CORRECT,1053232,0.844,79ffcd9d52f7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,33,5200,5200,0.162343,0,indigo panelling,14752,14768,sparse,CORRECT,1053232,0.890,79ffcd9d52f7,False
meta-llama/Llama-3.2-3B,semantic,16,32000,34,dense,-,-,-,ivory lantern,11286,11300,dense,CORRECT,9013938,,a942d6d6022d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,34,1300,1300,0.040603,0,ivory lantern,11286,11300,sparse,CORRECT,9013938,0.720,a942d6d6022d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,34,2000,2000,0.062457,0,ivory lantern,11286,11300,sparse,CORRECT,9013938,0.766,a942d6d6022d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,34,2600,2600,0.081190,0,ivory lantern,11286,11300,sparse,CORRECT,9013938,0.804,a942d6d6022d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,34,3500,3500,0.109288,0,ivory lantern,11286,11300,sparse,CORRECT,9013938,0.844,a942d6d6022d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,34,5200,5200,0.162363,0,ivory lantern,11286,11300,sparse,CORRECT,9013938,0.897,a942d6d6022d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,35,dense,-,-,-,red carpet,27426,27440,dense,CORRECT,5236256,,6121022080cd,False
meta-llama/Llama-3.2-3B,semantic,16,32000,35,1300,1300,0.040603,0,red carpet,27426,27440,sparse,CORRECT,5236256,0.765,6121022080cd,False
meta-llama/Llama-3.2-3B,semantic,16,32000,35,2000,2000,0.062457,0,red carpet,27426,27440,sparse,CORRECT,5236256,0.813,6121022080cd,False
meta-llama/Llama-3.2-3B,semantic,16,32000,35,2600,2600,0.081190,0,red carpet,27426,27440,sparse,CORRECT,5236256,0.833,6121022080cd,False
meta-llama/Llama-3.2-3B,semantic,16,32000,35,3500,3500,0.109288,0,red carpet,27426,27440,sparse,CORRECT,5236256,0.872,6121022080cd,False
meta-llama/Llama-3.2-3B,semantic,16,32000,35,5200,5200,0.162363,0,red carpet,27426,27440,sparse,CORRECT,5236256,0.897,6121022080cd,False
meta-llama/Llama-3.2-3B,semantic,16,32000,36,dense,-,-,-,indigo handle,13481,13496,dense,CORRECT,5676383,,d03ffbbf1530,False
meta-llama/Llama-3.2-3B,semantic,16,32000,36,1300,1300,0.040600,0,indigo handle,13481,13496,sparse,CORRECT,5676383,0.738,d03ffbbf1530,False
meta-llama/Llama-3.2-3B,semantic,16,32000,36,2000,2000,0.062453,0,indigo handle,13481,13496,sparse,CORRECT,5676383,0.790,d03ffbbf1530,False
meta-llama/Llama-3.2-3B,semantic,16,32000,36,2600,2600,0.081184,0,indigo handle,13481,13496,sparse,CORRECT,5676383,0.823,d03ffbbf1530,False
meta-llama/Llama-3.2-3B,semantic,16,32000,36,3500,3500,0.109281,0,indigo handle,13481,13496,sparse,CORRECT,5676383,0.844,d03ffbbf1530,False
meta-llama/Llama-3.2-3B,semantic,16,32000,36,5200,5200,0.162353,0,indigo handle,13481,13496,sparse,CORRECT,5676383,0.908,d03ffbbf1530,False
meta-llama/Llama-3.2-3B,semantic,16,32000,37,dense,-,-,-,olive skylight,25431,25447,dense,CORRECT,1630067,,7e524eaa4db6,False
meta-llama/Llama-3.2-3B,semantic,16,32000,37,1300,1300,0.040597,0,olive skylight,25431,25447,sparse,CORRECT,1630067,0.725,7e524eaa4db6,False
meta-llama/Llama-3.2-3B,semantic,16,32000,37,2000,2000,0.062449,0,olive skylight,25431,25447,sparse,CORRECT,1630067,0.780,7e524eaa4db6,False
meta-llama/Llama-3.2-3B,semantic,16,32000,37,2600,2600,0.081179,0,olive skylight,25431,25447,sparse,CORRECT,1630067,0.810,7e524eaa4db6,False
meta-llama/Llama-3.2-3B,semantic,16,32000,37,3500,3500,0.109275,0,olive skylight,25431,25447,sparse,CORRECT,1630067,0.847,7e524eaa4db6,False
meta-llama/Llama-3.2-3B,semantic,16,32000,37,5200,5200,0.162343,0,olive skylight,25431,25447,sparse,CORRECT,1630067,0.903,7e524eaa4db6,False
meta-llama/Llama-3.2-3B,semantic,16,32000,38,dense,-,-,-,bronze panelling,12641,12656,dense,CORRECT,6084809,,4a9c60ee70da,False
meta-llama/Llama-3.2-3B,semantic,16,32000,38,1300,1300,0.040600,0,bronze panelling,12641,12656,sparse,CORRECT,6084809,0.754,4a9c60ee70da,False
meta-llama/Llama-3.2-3B,semantic,16,32000,38,2000,2000,0.062453,0,bronze panelling,12641,12656,sparse,CORRECT,6084809,0.801,4a9c60ee70da,False
meta-llama/Llama-3.2-3B,semantic,16,32000,38,2600,2600,0.081184,0,bronze panelling,12641,12656,sparse,CORRECT,6084809,0.836,4a9c60ee70da,False
meta-llama/Llama-3.2-3B,semantic,16,32000,38,3500,3500,0.109281,0,bronze panelling,12641,12656,sparse,CORRECT,6084809,0.879,4a9c60ee70da,False
meta-llama/Llama-3.2-3B,semantic,16,32000,38,5200,5200,0.162353,0,bronze panelling,12641,12656,sparse,CORRECT,6084809,0.929,4a9c60ee70da,False
meta-llama/Llama-3.2-3B,semantic,16,32000,39,dense,-,-,-,ivory shutter,15050,15064,dense,CORRECT,6440956,,b27fa1e6a43e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,39,1300,1300,0.040603,0,ivory shutter,15050,15064,sparse,CORRECT,6440956,0.737,b27fa1e6a43e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,39,2000,2000,0.062457,0,ivory shutter,15050,15064,sparse,CORRECT,6440956,0.792,b27fa1e6a43e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,39,2600,2600,0.081190,0,ivory shutter,15050,15064,sparse,CORRECT,6440956,0.832,b27fa1e6a43e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,39,3500,3500,0.109288,0,ivory shutter,15050,15064,sparse,CORRECT,6440956,0.876,b27fa1e6a43e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,39,5200,5200,0.162363,0,ivory shutter,15050,15064,sparse,CORRECT,6440956,0.920,b27fa1e6a43e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,40,dense,-,-,-,violet floor,3367,3381,dense,CORRECT,6988582,,c25557ff606f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,40,1300,1300,0.040603,0,violet floor,3367,3381,sparse,CORRECT,6988582,0.671,c25557ff606f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,40,2000,2000,0.062457,0,violet floor,3367,3381,sparse,CORRECT,6988582,0.702,c25557ff606f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,40,2600,2600,0.081190,0,violet floor,3367,3381,sparse,CORRECT,6988582,0.723,c25557ff606f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,40,3500,3500,0.109288,0,violet floor,3367,3381,sparse,CORRECT,6988582,0.749,c25557ff606f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,40,5200,5200,0.162363,0,violet floor,3367,3381,sparse,CORRECT,6988582,0.789,c25557ff606f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,41,dense,-,-,-,navy mural,4988,5002,dense,CORRECT,8939501,,27630e1c7383,False
meta-llama/Llama-3.2-3B,semantic,16,32000,41,1300,1300,0.040603,0,navy mural,4988,5002,sparse,CORRECT,8939501,0.626,27630e1c7383,False
meta-llama/Llama-3.2-3B,semantic,16,32000,41,2000,2000,0.062457,0,navy mural,4988,5002,sparse,CORRECT,8939501,0.682,27630e1c7383,False
meta-llama/Llama-3.2-3B,semantic,16,32000,41,2600,2600,0.081190,0,navy mural,4988,5002,sparse,CORRECT,8939501,0.707,27630e1c7383,False
meta-llama/Llama-3.2-3B,semantic,16,32000,41,3500,3500,0.109288,0,navy mural,4988,5002,sparse,CORRECT,8939501,0.737,27630e1c7383,False
meta-llama/Llama-3.2-3B,semantic,16,32000,41,5200,5200,0.162363,0,navy mural,4988,5002,sparse,CORRECT,8939501,0.795,27630e1c7383,False
meta-llama/Llama-3.2-3B,semantic,16,32000,42,dense,-,-,-,red skylight,18969,18985,dense,CORRECT,9771671,,d1d24424e6cc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,42,1300,1300,0.040597,0,red skylight,18969,18985,sparse,CORRECT,9771671,0.750,d1d24424e6cc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,42,2000,2000,0.062449,0,red skylight,18969,18985,sparse,CORRECT,9771671,0.787,d1d24424e6cc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,42,2600,2600,0.081179,0,red skylight,18969,18985,sparse,CORRECT,9771671,0.823,d1d24424e6cc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,42,3500,3500,0.109275,0,red skylight,18969,18985,sparse,CORRECT,9771671,0.853,d1d24424e6cc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,42,5200,5200,0.162343,0,red skylight,18969,18985,sparse,CORRECT,9771671,0.902,d1d24424e6cc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,43,dense,-,-,-,bronze banister,1447,1462,dense,WRONG_NEEDLE,6402306,,96253994a998,False
meta-llama/Llama-3.2-3B,semantic,16,32000,43,1300,1300,0.040600,0,bronze banister,1447,1462,sparse,WRONG_NEEDLE,6402306,0.683,96253994a998,False
meta-llama/Llama-3.2-3B,semantic,16,32000,43,2000,2000,0.062453,0,bronze banister,1447,1462,sparse,WRONG_NEEDLE,6402306,0.722,96253994a998,False
meta-llama/Llama-3.2-3B,semantic,16,32000,43,2600,2600,0.081184,0,bronze banister,1447,1462,sparse,WRONG_NEEDLE,6402306,0.756,96253994a998,False
meta-llama/Llama-3.2-3B,semantic,16,32000,43,3500,3500,0.109281,0,bronze banister,1447,1462,sparse,WRONG_NEEDLE,6402306,0.780,96253994a998,False
meta-llama/Llama-3.2-3B,semantic,16,32000,43,5200,5200,0.162353,0,bronze banister,1447,1462,sparse,WRONG_NEEDLE,6402306,0.821,96253994a998,False
meta-llama/Llama-3.2-3B,semantic,16,32000,44,dense,-,-,-,black mural,12667,12681,dense,CORRECT,8413892,,498ee25cb00f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,44,1300,1300,0.040603,0,black mural,12667,12681,sparse,CORRECT,8413892,0.783,498ee25cb00f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,44,2000,2000,0.062457,0,black mural,12667,12681,sparse,CORRECT,8413892,0.832,498ee25cb00f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,44,2600,2600,0.081190,0,black mural,12667,12681,sparse,CORRECT,8413892,0.862,498ee25cb00f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,44,3500,3500,0.109288,0,black mural,12667,12681,sparse,CORRECT,8413892,0.890,498ee25cb00f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,44,5200,5200,0.162363,0,black mural,12667,12681,sparse,CORRECT,8413892,0.930,498ee25cb00f,False
meta-llama/Llama-3.2-3B,semantic,16,32000,45,dense,-,-,-,bronze mural,14273,14287,dense,CORRECT,4526877,,e5383c2398af,False
meta-llama/Llama-3.2-3B,semantic,16,32000,45,1300,1300,0.040603,0,bronze mural,14273,14287,sparse,CORRECT,4526877,0.722,e5383c2398af,False
meta-llama/Llama-3.2-3B,semantic,16,32000,45,2000,2000,0.062457,0,bronze mural,14273,14287,sparse,CORRECT,4526877,0.799,e5383c2398af,False
meta-llama/Llama-3.2-3B,semantic,16,32000,45,2600,2600,0.081190,0,bronze mural,14273,14287,sparse,CORRECT,4526877,0.813,e5383c2398af,False
meta-llama/Llama-3.2-3B,semantic,16,32000,45,3500,3500,0.109288,0,bronze mural,14273,14287,sparse,CORRECT,4526877,0.839,e5383c2398af,False
meta-llama/Llama-3.2-3B,semantic,16,32000,45,5200,5200,0.162363,0,bronze mural,14273,14287,sparse,CORRECT,4526877,0.896,e5383c2398af,False
meta-llama/Llama-3.2-3B,semantic,16,32000,46,dense,-,-,-,crimson fountain,29877,29891,dense,CORRECT,5215533,,dfb838e917bc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,46,1300,1300,0.040603,0,crimson fountain,29877,29891,sparse,CORRECT,5215533,0.917,dfb838e917bc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,46,2000,2000,0.062457,0,crimson fountain,29877,29891,sparse,CORRECT,5215533,0.951,dfb838e917bc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,46,2600,2600,0.081190,0,crimson fountain,29877,29891,sparse,CORRECT,5215533,0.963,dfb838e917bc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,46,3500,3500,0.109288,0,crimson fountain,29877,29891,sparse,CORRECT,5215533,0.984,dfb838e917bc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,46,5200,5200,0.162363,0,crimson fountain,29877,29891,sparse,CORRECT,5215533,0.996,dfb838e917bc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,47,dense,-,-,-,white panelling,838,853,dense,WRONG_NEEDLE,8251102,,8549d7efe484,False
meta-llama/Llama-3.2-3B,semantic,16,32000,47,1300,1300,0.040600,0,white panelling,838,853,sparse,WRONG_NEEDLE,8251102,0.765,8549d7efe484,False
meta-llama/Llama-3.2-3B,semantic,16,32000,47,2000,2000,0.062453,0,white panelling,838,853,sparse,WRONG_NEEDLE,8251102,0.813,8549d7efe484,False
meta-llama/Llama-3.2-3B,semantic,16,32000,47,2600,2600,0.081184,0,white panelling,838,853,sparse,WRONG_NEEDLE,8251102,0.841,8549d7efe484,False
meta-llama/Llama-3.2-3B,semantic,16,32000,47,3500,3500,0.109281,0,white panelling,838,853,sparse,WRONG_NEEDLE,8251102,0.865,8549d7efe484,False
meta-llama/Llama-3.2-3B,semantic,16,32000,47,5200,5200,0.162353,0,white panelling,838,853,sparse,WRONG_NEEDLE,8251102,0.897,8549d7efe484,False
meta-llama/Llama-3.2-3B,semantic,16,32000,48,dense,-,-,-,amber handle,24549,24563,dense,CORRECT,7109492,,dd1e3030b94e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,48,1300,1300,0.040603,0,amber handle,24549,24563,sparse,CORRECT,7109492,0.751,dd1e3030b94e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,48,2000,2000,0.062457,0,amber handle,24549,24563,sparse,CORRECT,7109492,0.798,dd1e3030b94e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,48,2600,2600,0.081190,0,amber handle,24549,24563,sparse,CORRECT,7109492,0.853,dd1e3030b94e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,48,3500,3500,0.109288,0,amber handle,24549,24563,sparse,CORRECT,7109492,0.893,dd1e3030b94e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,48,5200,5200,0.162363,0,amber handle,24549,24563,sparse,CORRECT,7109492,0.918,dd1e3030b94e,False
meta-llama/Llama-3.2-3B,semantic,16,32000,49,dense,-,-,-,red carpet,8176,8190,dense,CORRECT,7650308,,ea68922717a3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,49,1300,1300,0.040603,0,red carpet,8176,8190,sparse,CORRECT,7650308,0.921,ea68922717a3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,49,2000,2000,0.062457,0,red carpet,8176,8190,sparse,CORRECT,7650308,0.943,ea68922717a3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,49,2600,2600,0.081190,0,red carpet,8176,8190,sparse,CORRECT,7650308,0.961,ea68922717a3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,49,3500,3500,0.109288,0,red carpet,8176,8190,sparse,CORRECT,7650308,0.982,ea68922717a3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,49,5200,5200,0.162363,0,red carpet,8176,8190,sparse,CORRECT,7650308,0.994,ea68922717a3,False
meta-llama/Llama-3.2-3B,semantic,16,32000,50,dense,-,-,-,crimson archway,10599,10614,dense,WRONG_NEEDLE,6470476,,8823742c38a2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,50,1300,1300,0.040600,0,crimson archway,10599,10614,sparse,WRONG_NEEDLE,6470476,0.722,8823742c38a2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,50,2000,2000,0.062453,0,crimson archway,10599,10614,sparse,WRONG_NEEDLE,6470476,0.766,8823742c38a2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,50,2600,2600,0.081184,0,crimson archway,10599,10614,sparse,WRONG_NEEDLE,6470476,0.802,8823742c38a2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,50,3500,3500,0.109281,0,crimson archway,10599,10614,sparse,WRONG_NEEDLE,6470476,0.850,8823742c38a2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,50,5200,5200,0.162353,0,crimson archway,10599,10614,sparse,WRONG_NEEDLE,6470476,0.884,8823742c38a2,False
meta-llama/Llama-3.2-3B,semantic,16,32000,51,dense,-,-,-,maroon ledge,15107,15122,dense,CORRECT,1622991,,855b7dd11a94,False
meta-llama/Llama-3.2-3B,semantic,16,32000,51,1300,1300,0.040600,0,maroon ledge,15107,15122,sparse,CORRECT,1622991,0.665,855b7dd11a94,False
meta-llama/Llama-3.2-3B,semantic,16,32000,51,2000,2000,0.062453,0,maroon ledge,15107,15122,sparse,CORRECT,1622991,0.725,855b7dd11a94,False
meta-llama/Llama-3.2-3B,semantic,16,32000,51,2600,2600,0.081184,0,maroon ledge,15107,15122,sparse,CORRECT,1622991,0.756,855b7dd11a94,False
meta-llama/Llama-3.2-3B,semantic,16,32000,51,3500,3500,0.109281,0,maroon ledge,15107,15122,sparse,CORRECT,1622991,0.813,855b7dd11a94,False
meta-llama/Llama-3.2-3B,semantic,16,32000,51,5200,5200,0.162353,0,maroon ledge,15107,15122,sparse,CORRECT,1622991,0.881,855b7dd11a94,False
meta-llama/Llama-3.2-3B,semantic,16,32000,52,dense,-,-,-,amber gate,23551,23565,dense,CORRECT,9742124,,9e6be2875ce8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,52,1300,1300,0.040603,0,amber gate,23551,23565,sparse,CORRECT,9742124,0.818,9e6be2875ce8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,52,2000,2000,0.062457,0,amber gate,23551,23565,sparse,CORRECT,9742124,0.869,9e6be2875ce8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,52,2600,2600,0.081190,0,amber gate,23551,23565,sparse,CORRECT,9742124,0.896,9e6be2875ce8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,52,3500,3500,0.109288,0,amber gate,23551,23565,sparse,CORRECT,9742124,0.918,9e6be2875ce8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,52,5200,5200,0.162363,0,amber gate,23551,23565,sparse,CORRECT,9742124,0.948,9e6be2875ce8,False
meta-llama/Llama-3.2-3B,semantic,16,32000,53,dense,-,-,-,maroon gate,24140,24155,dense,CORRECT,3356869,,a7abf5a802dc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,53,1300,1300,0.040600,0,maroon gate,24140,24155,sparse,CORRECT,3356869,0.838,a7abf5a802dc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,53,2000,2000,0.062453,0,maroon gate,24140,24155,sparse,CORRECT,3356869,0.887,a7abf5a802dc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,53,2600,2600,0.081184,0,maroon gate,24140,24155,sparse,CORRECT,3356869,0.915,a7abf5a802dc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,53,3500,3500,0.109281,0,maroon gate,24140,24155,sparse,CORRECT,3356869,0.935,a7abf5a802dc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,53,5200,5200,0.162353,0,maroon gate,24140,24155,sparse,CORRECT,3356869,0.964,a7abf5a802dc,False
meta-llama/Llama-3.2-3B,semantic,16,32000,54,dense,-,-,-,black safe,13314,13328,dense,CORRECT,8581450,,42cd1769137d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,54,1300,1300,0.040603,0,black safe,13314,13328,sparse,CORRECT,8581450,0.753,42cd1769137d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,54,2000,2000,0.062457,0,black safe,13314,13328,sparse,CORRECT,8581450,0.818,42cd1769137d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,54,2600,2600,0.081190,0,black safe,13314,13328,sparse,CORRECT,8581450,0.851,42cd1769137d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,54,3500,3500,0.109288,0,black safe,13314,13328,sparse,CORRECT,8581450,0.890,42cd1769137d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,54,5200,5200,0.162363,0,black safe,13314,13328,sparse,CORRECT,8581450,0.927,42cd1769137d,False
meta-llama/Llama-3.2-3B,semantic,16,32000,55,dense,-,-,-,red ledge,10337,10351,dense,CORRECT,7202074,,0c549853ddbb,False
meta-llama/Llama-3.2-3B,semantic,16,32000,55,1300,1300,0.040603,0,red ledge,10337,10351,sparse,CORRECT,7202074,0.789,0c549853ddbb,False
meta-llama/Llama-3.2-3B,semantic,16,32000,55,2000,2000,0.062457,0,red ledge,10337,10351,sparse,CORRECT,7202074,0.836,0c549853ddbb,False
meta-llama/Llama-3.2-3B,semantic,16,32000,55,2600,2600,0.081190,0,red ledge,10337,10351,sparse,CORRECT,7202074,0.866,0c549853ddbb,False
meta-llama/Llama-3.2-3B,semantic,16,32000,55,3500,3500,0.109288,0,red ledge,10337,10351,sparse,CORRECT,7202074,0.900,0c549853ddbb,False
meta-llama/Llama-3.2-3B,semantic,16,32000,55,5200,5200,0.162363,0,red ledge,10337,10351,sparse,CORRECT,7202074,0.940,0c549853ddbb,False
meta-llama/Llama-3.2-3B,semantic,16,32000,56,dense,-,-,-,violet mirror,24828,24842,dense,CORRECT,6331666,,a6c7598c2db9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,56,1300,1300,0.040603,0,violet mirror,24828,24842,sparse,CORRECT,6331666,0.804,a6c7598c2db9,False
meta-llama/Llama-3.2-3B,semantic,16,32000,56,2000,2000,0.062457,0,violet mirror,24828,24842,sparse,CORRECT,6331666,0.854,a6c7598c2db9,False
