model,mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,prompt_hash,oom
Qwen/Qwen2.5-3B,semantic,16,32000,28,2600,2600,0.081192,0,copper ledge,13565,13583,sparse,WRONG_NEEDLE,3683460,0.710,9c9407dbddcf,False
Qwen/Qwen2.5-3B,semantic,16,32000,28,3500,3500,0.109292,0,copper ledge,13565,13583,sparse,WRONG_NEEDLE,3683460,0.755,9c9407dbddcf,False
Qwen/Qwen2.5-3B,semantic,16,32000,28,5200,5200,0.162368,0,copper ledge,13565,13583,sparse,WRONG_NEEDLE,3683460,0.807,9c9407dbddcf,False
Qwen/Qwen2.5-3B,semantic,16,32000,29,dense,-,-,-,copper safe,27374,27392,dense,WRONG_NEEDLE,8750031,,8458a3998869,False
Qwen/Qwen2.5-3B,semantic,16,32000,29,1300,1300,0.040604,0,copper safe,27374,27392,sparse,WRONG_NEEDLE,8750031,0.840,8458a3998869,False
Qwen/Qwen2.5-3B,semantic,16,32000,29,2000,2000,0.062459,0,copper safe,27374,27392,sparse,WRONG_NEEDLE,8750031,0.892,8458a3998869,False
Qwen/Qwen2.5-3B,semantic,16,32000,29,2600,2600,0.081192,0,copper safe,27374,27392,sparse,WRONG_NEEDLE,8750031,0.920,8458a3998869,False
Qwen/Qwen2.5-3B,semantic,16,32000,29,3500,3500,0.109292,0,copper safe,27374,27392,sparse,WRONG_NEEDLE,8750031,0.957,8458a3998869,False
Qwen/Qwen2.5-3B,semantic,16,32000,29,5200,5200,0.162368,0,copper safe,27374,27392,sparse,WRONG_NEEDLE,8750031,0.979,8458a3998869,False
Qwen/Qwen2.5-3B,semantic,16,32000,30,dense,-,-,-,crimson lantern,27627,27645,dense,CORRECT,8680595,,75ab17bcbc94,False
Qwen/Qwen2.5-3B,semantic,16,32000,30,1300,1300,0.040604,0,crimson lantern,27627,27645,sparse,CORRECT,8680595,0.858,75ab17bcbc94,False
Qwen/Qwen2.5-3B,semantic,16,32000,30,2000,2000,0.062459,0,crimson lantern,27627,27645,sparse,CORRECT,8680595,0.913,75ab17bcbc94,False
Qwen/Qwen2.5-3B,semantic,16,32000,30,2600,2600,0.081192,0,crimson lantern,27627,27645,sparse,CORRECT,8680595,0.941,75ab17bcbc94,False
Qwen/Qwen2.5-3B,semantic,16,32000,30,3500,3500,0.109292,0,crimson lantern,27627,27645,sparse,CORRECT,8680595,0.964,75ab17bcbc94,False
Qwen/Qwen2.5-3B,semantic,16,32000,30,5200,5200,0.162368,0,crimson lantern,27627,27645,sparse,CORRECT,8680595,0.979,75ab17bcbc94,False
Qwen/Qwen2.5-3B,semantic,16,32000,31,dense,-,-,-,olive clock,9857,9875,dense,CORRECT,2113824,,27f9f8415c65,False
Qwen/Qwen2.5-3B,semantic,16,32000,31,1300,1300,0.040604,0,olive clock,9857,9875,sparse,CORRECT,2113824,0.628,27f9f8415c65,False
Qwen/Qwen2.5-3B,semantic,16,32000,31,2000,2000,0.062459,0,olive clock,9857,9875,sparse,CORRECT,2113824,0.681,27f9f8415c65,False
Qwen/Qwen2.5-3B,semantic,16,32000,31,2600,2600,0.081192,0,olive clock,9857,9875,sparse,CORRECT,2113824,0.715,27f9f8415c65,False
Qwen/Qwen2.5-3B,semantic,16,32000,31,3500,3500,0.109292,0,olive clock,9857,9875,sparse,CORRECT,2113824,0.755,27f9f8415c65,False
Qwen/Qwen2.5-3B,semantic,16,32000,31,5200,5200,0.162368,0,olive clock,9857,9875,sparse,CORRECT,2113824,0.814,27f9f8415c65,False
Qwen/Qwen2.5-3B,semantic,16,32000,32,dense,-,-,-,blue awning,8032,8051,dense,CORRECT,3913046,,c9cd8224a0fe,False
Qwen/Qwen2.5-3B,semantic,16,32000,32,1300,1300,0.040601,0,blue awning,8032,8051,sparse,CORRECT,3913046,0.625,c9cd8224a0fe,False
Qwen/Qwen2.5-3B,semantic,16,32000,32,2000,2000,0.062455,0,blue awning,8032,8051,sparse,CORRECT,3913046,0.689,c9cd8224a0fe,False
Qwen/Qwen2.5-3B,semantic,16,32000,32,2600,2600,0.081187,0,blue awning,8032,8051,sparse,CORRECT,3913046,0.724,c9cd8224a0fe,False
Qwen/Qwen2.5-3B,semantic,16,32000,32,3500,3500,0.109285,0,blue awning,8032,8051,sparse,CORRECT,3913046,0.760,c9cd8224a0fe,False
Qwen/Qwen2.5-3B,semantic,16,32000,32,5200,5200,0.162358,0,blue awning,8032,8051,sparse,CORRECT,3913046,0.821,c9cd8224a0fe,False
Qwen/Qwen2.5-3B,semantic,16,32000,33,dense,-,-,-,indigo panelling,19897,19917,dense,CORRECT,2016927,,e5b5b40091ea,False
Qwen/Qwen2.5-3B,semantic,16,32000,33,1300,1300,0.040599,0,indigo panelling,19897,19917,sparse,CORRECT,2016927,0.712,e5b5b40091ea,False
Qwen/Qwen2.5-3B,semantic,16,32000,33,2000,2000,0.062451,0,indigo panelling,19897,19917,sparse,CORRECT,2016927,0.776,e5b5b40091ea,False
Qwen/Qwen2.5-3B,semantic,16,32000,33,2600,2600,0.081182,0,indigo panelling,19897,19917,sparse,CORRECT,2016927,0.819,e5b5b40091ea,False
Qwen/Qwen2.5-3B,semantic,16,32000,33,3500,3500,0.109278,0,indigo panelling,19897,19917,sparse,CORRECT,2016927,0.863,e5b5b40091ea,False
Qwen/Qwen2.5-3B,semantic,16,32000,33,5200,5200,0.162348,0,indigo panelling,19897,19917,sparse,CORRECT,2016927,0.910,e5b5b40091ea,False
Qwen/Qwen2.5-3B,semantic,16,32000,34,dense,-,-,-,ivory lantern,28379,28397,dense,CORRECT,1847107,,b2c41f8b9b42,False
Qwen/Qwen2.5-3B,semantic,16,32000,34,1300,1300,0.040604,0,ivory lantern,28379,28397,sparse,CORRECT,1847107,0.918,b2c41f8b9b42,False
Qwen/Qwen2.5-3B,semantic,16,32000,34,2000,2000,0.062459,0,ivory lantern,28379,28397,sparse,CORRECT,1847107,0.943,b2c41f8b9b42,False
Qwen/Qwen2.5-3B,semantic,16,32000,34,2600,2600,0.081192,0,ivory lantern,28379,28397,sparse,CORRECT,1847107,0.957,b2c41f8b9b42,False
Qwen/Qwen2.5-3B,semantic,16,32000,34,3500,3500,0.109292,0,ivory lantern,28379,28397,sparse,CORRECT,1847107,0.977,b2c41f8b9b42,False
Qwen/Qwen2.5-3B,semantic,16,32000,34,5200,5200,0.162368,0,ivory lantern,28379,28397,sparse,CORRECT,1847107,0.981,b2c41f8b9b42,False
Qwen/Qwen2.5-3B,semantic,16,32000,35,dense,-,-,-,red carpet,22795,22813,dense,CORRECT,5364002,,d5725da2a52e,False
Qwen/Qwen2.5-3B,semantic,16,32000,35,1300,1300,0.040604,0,red carpet,22795,22813,sparse,CORRECT,5364002,0.608,d5725da2a52e,False
Qwen/Qwen2.5-3B,semantic,16,32000,35,2000,2000,0.062459,0,red carpet,22795,22813,sparse,CORRECT,5364002,0.656,d5725da2a52e,False
Qwen/Qwen2.5-3B,semantic,16,32000,35,2600,2600,0.081192,0,red carpet,22795,22813,sparse,CORRECT,5364002,0.691,d5725da2a52e,False
Qwen/Qwen2.5-3B,semantic,16,32000,35,3500,3500,0.109292,0,red carpet,22795,22813,sparse,CORRECT,5364002,0.738,d5725da2a52e,False
Qwen/Qwen2.5-3B,semantic,16,32000,35,5200,5200,0.162368,0,red carpet,22795,22813,sparse,CORRECT,5364002,0.804,d5725da2a52e,False
Qwen/Qwen2.5-3B,semantic,16,32000,36,dense,-,-,-,indigo handle,6175,6194,dense,WRONG_NEEDLE,6229538,,97af88b01852,False
Qwen/Qwen2.5-3B,semantic,16,32000,36,1300,1300,0.040601,0,indigo handle,6175,6194,sparse,WRONG_NEEDLE,6945817,0.698,97af88b01852,False
Qwen/Qwen2.5-3B,semantic,16,32000,36,2000,2000,0.062455,0,indigo handle,6175,6194,sparse,WRONG_NEEDLE,6229538,0.743,97af88b01852,False
Qwen/Qwen2.5-3B,semantic,16,32000,36,2600,2600,0.081187,0,indigo handle,6175,6194,sparse,WRONG_NEEDLE,6229538,0.776,97af88b01852,False
Qwen/Qwen2.5-3B,semantic,16,32000,36,3500,3500,0.109285,0,indigo handle,6175,6194,sparse,WRONG_NEEDLE,6229538,0.806,97af88b01852,False
Qwen/Qwen2.5-3B,semantic,16,32000,36,5200,5200,0.162358,0,indigo handle,6175,6194,sparse,WRONG_NEEDLE,6229538,0.856,97af88b01852,False
Qwen/Qwen2.5-3B,semantic,16,32000,37,dense,-,-,-,olive skylight,20571,20591,dense,CORRECT,5986090,,ed0b6e5e7706,False
Qwen/Qwen2.5-3B,semantic,16,32000,37,1300,1300,0.040599,0,olive skylight,20571,20591,sparse,CORRECT,5986090,0.580,ed0b6e5e7706,False
Qwen/Qwen2.5-3B,semantic,16,32000,37,2000,2000,0.062451,0,olive skylight,20571,20591,sparse,CORRECT,5986090,0.653,ed0b6e5e7706,False
Qwen/Qwen2.5-3B,semantic,16,32000,37,2600,2600,0.081182,0,olive skylight,20571,20591,sparse,CORRECT,5986090,0.689,ed0b6e5e7706,False
Qwen/Qwen2.5-3B,semantic,16,32000,37,3500,3500,0.109278,0,olive skylight,20571,20591,sparse,CORRECT,5986090,0.734,ed0b6e5e7706,False
Qwen/Qwen2.5-3B,semantic,16,32000,37,5200,5200,0.162348,0,olive skylight,20571,20591,sparse,CORRECT,5986090,0.795,ed0b6e5e7706,False
Qwen/Qwen2.5-3B,semantic,16,32000,38,dense,-,-,-,bronze panelling,27560,27579,dense,CORRECT,4821099,,ce66a6083457,False
Qwen/Qwen2.5-3B,semantic,16,32000,38,1300,1300,0.040601,0,bronze panelling,27560,27579,sparse,CORRECT,4821099,0.865,ce66a6083457,False
Qwen/Qwen2.5-3B,semantic,16,32000,38,2000,2000,0.062455,0,bronze panelling,27560,27579,sparse,CORRECT,4821099,0.915,ce66a6083457,False
Qwen/Qwen2.5-3B,semantic,16,32000,38,2600,2600,0.081187,0,bronze panelling,27560,27579,sparse,CORRECT,4821099,0.936,ce66a6083457,False
Qwen/Qwen2.5-3B,semantic,16,32000,38,3500,3500,0.109285,0,bronze panelling,27560,27579,sparse,CORRECT,4821099,0.951,ce66a6083457,False
Qwen/Qwen2.5-3B,semantic,16,32000,38,5200,5200,0.162358,0,bronze panelling,27560,27579,sparse,CORRECT,4821099,0.974,ce66a6083457,False
Qwen/Qwen2.5-3B,semantic,16,32000,39,dense,-,-,-,ivory shutter,9629,9647,dense,CORRECT,1623952,,142527b4b1b6,False
Qwen/Qwen2.5-3B,semantic,16,32000,39,1300,1300,0.040604,0,ivory shutter,9629,9647,sparse,CORRECT,1623952,0.644,142527b4b1b6,False
Qwen/Qwen2.5-3B,semantic,16,32000,39,2000,2000,0.062459,0,ivory shutter,9629,9647,sparse,CORRECT,1623952,0.689,142527b4b1b6,False
Qwen/Qwen2.5-3B,semantic,16,32000,39,2600,2600,0.081192,0,ivory shutter,9629,9647,sparse,CORRECT,1623952,0.724,142527b4b1b6,False
Qwen/Qwen2.5-3B,semantic,16,32000,39,3500,3500,0.109292,0,ivory shutter,9629,9647,sparse,CORRECT,1623952,0.755,142527b4b1b6,False
Qwen/Qwen2.5-3B,semantic,16,32000,39,5200,5200,0.162368,0,ivory shutter,9629,9647,sparse,CORRECT,1623952,0.800,142527b4b1b6,False
Qwen/Qwen2.5-3B,semantic,16,32000,40,dense,-,-,-,violet floor,166,184,dense,CORRECT,7662980,,7e9f5577dc48,False
Qwen/Qwen2.5-3B,semantic,16,32000,40,1300,1300,0.040604,0,violet floor,166,184,sparse,CORRECT,7662980,0.753,7e9f5577dc48,False
Qwen/Qwen2.5-3B,semantic,16,32000,40,2000,2000,0.062459,0,violet floor,166,184,sparse,CORRECT,7662980,0.786,7e9f5577dc48,False
Qwen/Qwen2.5-3B,semantic,16,32000,40,2600,2600,0.081192,0,violet floor,166,184,sparse,CORRECT,7662980,0.816,7e9f5577dc48,False
Qwen/Qwen2.5-3B,semantic,16,32000,40,3500,3500,0.109292,0,violet floor,166,184,sparse,CORRECT,7662980,0.842,7e9f5577dc48,False
Qwen/Qwen2.5-3B,semantic,16,32000,40,5200,5200,0.162368,0,violet floor,166,184,sparse,CORRECT,7662980,0.873,7e9f5577dc48,False
Qwen/Qwen2.5-3B,semantic,16,32000,41,dense,-,-,-,navy mural,3691,3709,dense,WRONG_NEEDLE,3236716,,11eeb9dbef82,False
Qwen/Qwen2.5-3B,semantic,16,32000,41,1300,1300,0.040604,0,navy mural,3691,3709,sparse,WRONG_NEEDLE,3236716,0.531,11eeb9dbef82,False
Qwen/Qwen2.5-3B,semantic,16,32000,41,2000,2000,0.062459,0,navy mural,3691,3709,sparse,WRONG_NEEDLE,3236716,0.592,11eeb9dbef82,False
Qwen/Qwen2.5-3B,semantic,16,32000,41,2600,2600,0.081192,0,navy mural,3691,3709,sparse,WRONG_NEEDLE,3236716,0.622,11eeb9dbef82,False
Qwen/Qwen2.5-3B,semantic,16,32000,41,3500,3500,0.109292,0,navy mural,3691,3709,sparse,WRONG_NEEDLE,3236716,0.672,11eeb9dbef82,False
Qwen/Qwen2.5-3B,semantic,16,32000,41,5200,5200,0.162368,0,navy mural,3691,3709,sparse,WRONG_NEEDLE,3236716,0.736,11eeb9dbef82,False
Qwen/Qwen2.5-3B,semantic,16,32000,42,dense,-,-,-,red skylight,8115,8135,dense,CORRECT,7439660,,45cc010602a6,False
Qwen/Qwen2.5-3B,semantic,16,32000,42,1300,1300,0.040599,0,red skylight,8115,8135,sparse,CORRECT,7439660,0.733,45cc010602a6,False
Qwen/Qwen2.5-3B,semantic,16,32000,42,2000,2000,0.062451,0,red skylight,8115,8135,sparse,CORRECT,7439660,0.766,45cc010602a6,False
Qwen/Qwen2.5-3B,semantic,16,32000,42,2600,2600,0.081182,0,red skylight,8115,8135,sparse,CORRECT,7439660,0.786,45cc010602a6,False
Qwen/Qwen2.5-3B,semantic,16,32000,42,3500,3500,0.109278,0,red skylight,8115,8135,sparse,CORRECT,7439660,0.819,45cc010602a6,False
Qwen/Qwen2.5-3B,semantic,16,32000,42,5200,5200,0.162348,0,red skylight,8115,8135,sparse,CORRECT,7439660,0.880,45cc010602a6,False
Qwen/Qwen2.5-3B,semantic,16,32000,43,dense,-,-,-,bronze banister,9929,9948,dense,WRONG_NEEDLE,8134957,,fe9655b48545,False
Qwen/Qwen2.5-3B,semantic,16,32000,43,1300,1300,0.040601,0,bronze banister,9929,9948,sparse,WRONG_NEEDLE,8134957,0.635,fe9655b48545,False
Qwen/Qwen2.5-3B,semantic,16,32000,43,2000,2000,0.062455,0,bronze banister,9929,9948,sparse,WRONG_NEEDLE,8134957,0.708,fe9655b48545,False
Qwen/Qwen2.5-3B,semantic,16,32000,43,2600,2600,0.081187,0,bronze banister,9929,9948,sparse,WRONG_NEEDLE,8134957,0.748,fe9655b48545,False
Qwen/Qwen2.5-3B,semantic,16,32000,43,3500,3500,0.109285,0,bronze banister,9929,9948,sparse,WRONG_NEEDLE,8134957,0.790,fe9655b48545,False
Qwen/Qwen2.5-3B,semantic,16,32000,43,5200,5200,0.162358,0,bronze banister,9929,9948,sparse,WRONG_NEEDLE,8134957,0.839,fe9655b48545,False
Qwen/Qwen2.5-3B,semantic,16,32000,44,dense,-,-,-,black mural,7512,7530,dense,CORRECT,9736133,,0dba25fb2d37,False
Qwen/Qwen2.5-3B,semantic,16,32000,44,1300,1300,0.040604,0,black mural,7512,7530,sparse,CORRECT,9736133,0.675,0dba25fb2d37,False
Qwen/Qwen2.5-3B,semantic,16,32000,44,2000,2000,0.062459,0,black mural,7512,7530,sparse,CORRECT,9736133,0.724,0dba25fb2d37,False
Qwen/Qwen2.5-3B,semantic,16,32000,44,2600,2600,0.081192,0,black mural,7512,7530,sparse,CORRECT,9736133,0.769,0dba25fb2d37,False
Qwen/Qwen2.5-3B,semantic,16,32000,44,3500,3500,0.109292,0,black mural,7512,7530,sparse,CORRECT,9736133,0.812,0dba25fb2d37,False
Qwen/Qwen2.5-3B,semantic,16,32000,44,5200,5200,0.162368,0,black mural,7512,7530,sparse,CORRECT,9736133,0.863,0dba25fb2d37,False
Qwen/Qwen2.5-3B,semantic,16,32000,45,dense,-,-,-,bronze mural,4678,4696,dense,CORRECT,8997967,,02c6494b1ef1,False
Qwen/Qwen2.5-3B,semantic,16,32000,45,1300,1300,0.040604,0,bronze mural,4678,4696,sparse,CORRECT,8997967,0.700,02c6494b1ef1,False
Qwen/Qwen2.5-3B,semantic,16,32000,45,2000,2000,0.062459,0,bronze mural,4678,4696,sparse,CORRECT,8997967,0.745,02c6494b1ef1,False
Qwen/Qwen2.5-3B,semantic,16,32000,45,2600,2600,0.081192,0,bronze mural,4678,4696,sparse,CORRECT,8997967,0.785,02c6494b1ef1,False
Qwen/Qwen2.5-3B,semantic,16,32000,45,3500,3500,0.109292,0,bronze mural,4678,4696,sparse,CORRECT,8997967,0.828,02c6494b1ef1,False
Qwen/Qwen2.5-3B,semantic,16,32000,45,5200,5200,0.162368,0,bronze mural,4678,4696,sparse,CORRECT,8997967,0.870,02c6494b1ef1,False
Qwen/Qwen2.5-3B,semantic,16,32000,46,dense,-,-,-,crimson fountain,9227,9245,dense,CORRECT,2744258,,9c63f6852010,False
Qwen/Qwen2.5-3B,semantic,16,32000,46,1300,1300,0.040604,0,crimson fountain,9227,9245,sparse,CORRECT,2744258,0.569,9c63f6852010,False
Qwen/Qwen2.5-3B,semantic,16,32000,46,2000,2000,0.062459,0,crimson fountain,9227,9245,sparse,CORRECT,2744258,0.634,9c63f6852010,False
Qwen/Qwen2.5-3B,semantic,16,32000,46,2600,2600,0.081192,0,crimson fountain,9227,9245,sparse,CORRECT,2744258,0.667,9c63f6852010,False
Qwen/Qwen2.5-3B,semantic,16,32000,46,3500,3500,0.109292,0,crimson fountain,9227,9245,sparse,CORRECT,2744258,0.708,9c63f6852010,False
Qwen/Qwen2.5-3B,semantic,16,32000,46,5200,5200,0.162368,0,crimson fountain,9227,9245,sparse,CORRECT,2744258,0.767,9c63f6852010,False
Qwen/Qwen2.5-3B,semantic,16,32000,47,dense,-,-,-,white panelling,22010,22029,dense,CORRECT,8343546,,3b42476f3924,False
Qwen/Qwen2.5-3B,semantic,16,32000,47,1300,1300,0.040601,0,white panelling,22010,22029,sparse,CORRECT,8343546,0.727,3b42476f3924,False
Qwen/Qwen2.5-3B,semantic,16,32000,47,2000,2000,0.062455,0,white panelling,22010,22029,sparse,CORRECT,8343546,0.781,3b42476f3924,False
Qwen/Qwen2.5-3B,semantic,16,32000,47,2600,2600,0.081187,0,white panelling,22010,22029,sparse,CORRECT,8343546,0.823,3b42476f3924,False
Qwen/Qwen2.5-3B,semantic,16,32000,47,3500,3500,0.109285,0,white panelling,22010,22029,sparse,CORRECT,8343546,0.865,3b42476f3924,False
Qwen/Qwen2.5-3B,semantic,16,32000,47,5200,5200,0.162358,0,white panelling,22010,22029,sparse,CORRECT,8343546,0.910,3b42476f3924,False
Qwen/Qwen2.5-3B,semantic,16,32000,48,dense,-,-,-,amber handle,13585,13603,dense,CORRECT,1621793,,ae6d204fee8a,False
Qwen/Qwen2.5-3B,semantic,16,32000,48,1300,1300,0.040604,0,amber handle,13585,13603,sparse,CORRECT,1621793,0.684,ae6d204fee8a,False
Qwen/Qwen2.5-3B,semantic,16,32000,48,2000,2000,0.062459,0,amber handle,13585,13603,sparse,CORRECT,1621793,0.743,ae6d204fee8a,False
Qwen/Qwen2.5-3B,semantic,16,32000,48,2600,2600,0.081192,0,amber handle,13585,13603,sparse,CORRECT,1621793,0.778,ae6d204fee8a,False
Qwen/Qwen2.5-3B,semantic,16,32000,48,3500,3500,0.109292,0,amber handle,13585,13603,sparse,CORRECT,1621793,0.828,ae6d204fee8a,False
Qwen/Qwen2.5-3B,semantic,16,32000,48,5200,5200,0.162368,0,amber handle,13585,13603,sparse,CORRECT,1621793,0.866,ae6d204fee8a,False
Qwen/Qwen2.5-3B,semantic,16,32000,49,dense,-,-,-,red carpet,15898,15916,dense,WRONG_NEEDLE,4141297,,e128e0e4e7e4,False
Qwen/Qwen2.5-3B,semantic,16,32000,49,1300,1300,0.040604,0,red carpet,15898,15916,sparse,WRONG_NEEDLE,4141297,0.661,e128e0e4e7e4,False
Qwen/Qwen2.5-3B,semantic,16,32000,49,2000,2000,0.062459,0,red carpet,15898,15916,sparse,WRONG_NEEDLE,4141297,0.720,e128e0e4e7e4,False
Qwen/Qwen2.5-3B,semantic,16,32000,49,2600,2600,0.081192,0,red carpet,15898,15916,sparse,WRONG_NEEDLE,4141297,0.738,e128e0e4e7e4,False
Qwen/Qwen2.5-3B,semantic,16,32000,49,3500,3500,0.109292,0,red carpet,15898,15916,sparse,WRONG_NEEDLE,4141297,0.792,e128e0e4e7e4,False
Qwen/Qwen2.5-3B,semantic,16,32000,49,5200,5200,0.162368,0,red carpet,15898,15916,sparse,WRONG_NEEDLE,4141297,0.845,e128e0e4e7e4,False
Qwen/Qwen2.5-3B,semantic,16,32000,50,dense,-,-,-,crimson archway,19634,19653,dense,CORRECT,3645409,,239581b1b3d0,False
Qwen/Qwen2.5-3B,semantic,16,32000,50,1300,1300,0.040601,0,crimson archway,19634,19653,sparse,CORRECT,3645409,0.724,239581b1b3d0,False
Qwen/Qwen2.5-3B,semantic,16,32000,50,2000,2000,0.062455,0,crimson archway,19634,19653,sparse,CORRECT,3645409,0.776,239581b1b3d0,False
Qwen/Qwen2.5-3B,semantic,16,32000,50,2600,2600,0.081187,0,crimson archway,19634,19653,sparse,CORRECT,3645409,0.819,239581b1b3d0,False
Qwen/Qwen2.5-3B,semantic,16,32000,50,3500,3500,0.109285,0,crimson archway,19634,19653,sparse,CORRECT,3645409,0.859,239581b1b3d0,False
Qwen/Qwen2.5-3B,semantic,16,32000,50,5200,5200,0.162358,0,crimson archway,19634,19653,sparse,CORRECT,3645409,0.913,239581b1b3d0,False
Qwen/Qwen2.5-3B,semantic,16,32000,51,dense,-,-,-,maroon ledge,20766,20785,dense,CORRECT,1962787,,15b4dd038e9b,False
Qwen/Qwen2.5-3B,semantic,16,32000,51,1300,1300,0.040601,0,maroon ledge,20766,20785,sparse,CORRECT,1962787,0.668,15b4dd038e9b,False
Qwen/Qwen2.5-3B,semantic,16,32000,51,2000,2000,0.062455,0,maroon ledge,20766,20785,sparse,CORRECT,1962787,0.736,15b4dd038e9b,False
Qwen/Qwen2.5-3B,semantic,16,32000,51,2600,2600,0.081187,0,maroon ledge,20766,20785,sparse,CORRECT,1962787,0.769,15b4dd038e9b,False
Qwen/Qwen2.5-3B,semantic,16,32000,51,3500,3500,0.109285,0,maroon ledge,20766,20785,sparse,CORRECT,1962787,0.807,15b4dd038e9b,False
Qwen/Qwen2.5-3B,semantic,16,32000,51,5200,5200,0.162358,0,maroon ledge,20766,20785,sparse,CORRECT,1962787,0.878,15b4dd038e9b,False
Qwen/Qwen2.5-3B,semantic,16,32000,52,dense,-,-,-,amber gate,11008,11026,dense,CORRECT,6973609,,9faa3ce62b2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,52,1300,1300,0.040604,0,amber gate,11008,11026,sparse,CORRECT,6973609,0.679,9faa3ce62b2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,52,2000,2000,0.062459,0,amber gate,11008,11026,sparse,CORRECT,6973609,0.736,9faa3ce62b2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,52,2600,2600,0.081192,0,amber gate,11008,11026,sparse,CORRECT,6973609,0.776,9faa3ce62b2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,52,3500,3500,0.109292,0,amber gate,11008,11026,sparse,CORRECT,6973609,0.823,9faa3ce62b2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,52,5200,5200,0.162368,0,amber gate,11008,11026,sparse,CORRECT,6973609,0.892,9faa3ce62b2b,False
Qwen/Qwen2.5-3B,semantic,16,32000,53,dense,-,-,-,maroon gate,28852,28871,dense,CORRECT,3618582,,40356604588e,False
Qwen/Qwen2.5-3B,semantic,16,32000,53,1300,1300,0.040601,0,maroon gate,28852,28871,sparse,CORRECT,3618582,0.753,40356604588e,False
Qwen/Qwen2.5-3B,semantic,16,32000,53,2000,2000,0.062455,0,maroon gate,28852,28871,sparse,CORRECT,3618582,0.819,40356604588e,False
Qwen/Qwen2.5-3B,semantic,16,32000,53,2600,2600,0.081187,0,maroon gate,28852,28871,sparse,CORRECT,3618582,0.856,40356604588e,False
Qwen/Qwen2.5-3B,semantic,16,32000,53,3500,3500,0.109285,0,maroon gate,28852,28871,sparse,CORRECT,3618582,0.906,40356604588e,False
Qwen/Qwen2.5-3B,semantic,16,32000,53,5200,5200,0.162358,0,maroon gate,28852,28871,sparse,CORRECT,3618582,0.939,40356604588e,False
Qwen/Qwen2.5-3B,semantic,16,32000,54,dense,-,-,-,black safe,11631,11649,dense,CORRECT,3955688,,ef7371309ffa,False
Qwen/Qwen2.5-3B,semantic,16,32000,54,1300,1300,0.040604,0,black safe,11631,11649,sparse,CORRECT,3955688,0.717,ef7371309ffa,False
Qwen/Qwen2.5-3B,semantic,16,32000,54,2000,2000,0.062459,0,black safe,11631,11649,sparse,CORRECT,3955688,0.776,ef7371309ffa,False
Qwen/Qwen2.5-3B,semantic,16,32000,54,2600,2600,0.081192,0,black safe,11631,11649,sparse,CORRECT,3955688,0.804,ef7371309ffa,False
Qwen/Qwen2.5-3B,semantic,16,32000,54,3500,3500,0.109292,0,black safe,11631,11649,sparse,CORRECT,3955688,0.833,ef7371309ffa,False
Qwen/Qwen2.5-3B,semantic,16,32000,54,5200,5200,0.162368,0,black safe,11631,11649,sparse,CORRECT,3955688,0.880,ef7371309ffa,False
Qwen/Qwen2.5-3B,semantic,16,32000,55,dense,-,-,-,red ledge,8613,8631,dense,WRONG_NEEDLE,2135929,,0a149c061e3b,False
Qwen/Qwen2.5-3B,semantic,16,32000,55,1300,1300,0.040604,0,red ledge,8613,8631,sparse,WRONG_NEEDLE,2135929,0.759,0a149c061e3b,False
Qwen/Qwen2.5-3B,semantic,16,32000,55,2000,2000,0.062459,0,red ledge,8613,8631,sparse,WRONG_NEEDLE,2135929,0.792,0a149c061e3b,False
Qwen/Qwen2.5-3B,semantic,16,32000,55,2600,2600,0.081192,0,red ledge,8613,8631,sparse,WRONG_NEEDLE,2135929,0.830,0a149c061e3b,False
Qwen/Qwen2.5-3B,semantic,16,32000,55,3500,3500,0.109292,0,red ledge,8613,8631,sparse,WRONG_NEEDLE,2135929,0.863,0a149c061e3b,False
Qwen/Qwen2.5-3B,semantic,16,32000,55,5200,5200,0.162368,0,red ledge,8613,8631,sparse,WRONG_NEEDLE,2135929,0.922,0a149c061e3b,False
Qwen/Qwen2.5-3B,semantic,16,32000,56,dense,-,-,-,violet mirror,20566,20584,dense,CORRECT,3415988,,debc15fdc43c,False
Qwen/Qwen2.5-3B,semantic,16,32000,56,1300,1300,0.040604,0,violet mirror,20566,20584,sparse,CORRECT,3415988,0.557,debc15fdc43c,False
Qwen/Qwen2.5-3B,semantic,16,32000,56,2000,2000,0.062459,0,violet mirror,20566,20584,sparse,CORRECT,3415988,0.651,debc15fdc43c,False
Qwen/Qwen2.5-3B,semantic,16,32000,56,2600,2600,0.081192,0,violet mirror,20566,20584,sparse,CORRECT,3415988,0.701,debc15fdc43c,False
Qwen/Qwen2.5-3B,semantic,16,32000,56,3500,3500,0.109292,0,violet mirror,20566,20584,sparse,CORRECT,3415988,0.740,debc15fdc43c,False
Qwen/Qwen2.5-3B,semantic,16,32000,56,5200,5200,0.162368,0,violet mirror,20566,20584,sparse,CORRECT,3415988,0.804,debc15fdc43c,False
Qwen/Qwen2.5-3B,semantic,16,32000,57,dense,-,-,-,blue floor,10626,10644,dense,CORRECT,4177308,,31703ccc7266,False
